employee_id,name,age,role,department,salary,skills,interest,certification,PSA courses attended,job history,years of experience
803,Harmonia,51,Recruitment Specialist [HR],[HR],6803.06,"Safety protocols, Technical expertise, Communication","Supply chain efficiency, Technology advancements",Electrical & Electronic Engineering [Diploma],Adaptability,Warehouse Supervisor,10
804,Inness,51,Shipping and Receiving Clerk [Operations],[Operations],9096.61,"Leadership, Communication, Project management","Supply chain efficiency, Software development",Chemical and Biomolecular Engineering [Degree],Emotional Intelligence,Procurement Specialist,10
805,Caesar,63,Recruitment Specialist [HR],[HR],10991.69,"Maritime regulations, Problem-solving, Communication","Safety improvement, Software development",Bachelor of Science (Nursing) (Hons) [Degree],Time Management,Operations Manager,8
806,Wallace,22,Logistics Coordinator [Operations],[Operations],7569.85,"Project management, Communication, Leadership","Sustainability, Technology advancements",Bachelor of Science in Electrical Engineering & Information Technology [Degree],Interpersonal Skills,Business Analyst,18
807,Helsa,28,Maritime Systems Analyst [IT],[IT],7464.35,"Maritime regulations, Leadership, Communication","Engineering innovation, Software development",Bachelor of Engineering (Industrial and Systems Engineering) [Degree],Negotiation Skills,Docking Pilot,14
808,Quentin,21,Maritime Systems Analyst [IT],[IT],11500.43,"Safety protocols, Communication, Technical expertise","Technology advancements, Marine technology",Bachelor of Engineering (Environmental Engineering) [Degree],Business Presentations,Business Analyst,13
809,Felita,33,Vessel Traffic Services Operator [Operations],[Operations],6888.65,"Leadership, Maritime regulations, Safety protocols","Sustainability, Technology advancements",History [Degree],Leadership Skills,Procurement Specialist,9
810,Andrew,30,Fleet Management Officer [Operations],[Operations],5672.84,"Leadership, Project management, Maritime regulations","Marine technology, Supply chain efficiency",Biomedical Science [Diploma],Emotional Intelligence,Safety Officer,9
811,Bax,33,Compliance Officer [Admin],[Admin],7781.65,"Project management, Problem-solving, Maritime regulations","Supply chain efficiency, Software development",Bachelor of Science (Diagnostic Radiography) [Degree],Critical Thinking,Business Analyst,15
812,Niki,48,Maritime Safety Officer [Operations],[Operations],5208.15,"Maritime regulations, Leadership, Problem-solving","Process optimization, Engineering innovation",Linguistics and Multilingual Studies [Degree],Adaptability,Supply Chain Analyst,18
813,Verna,42,Financial Analyst [Finance],[Finance],10681.45,"Technical expertise, Software development, Safety protocols","Safety improvement, Supply chain efficiency",Mechanical Engineering [Diploma],Critical Thinking,Equipment Operator,14
814,Christean,51,Vessel Traffic Services Operator [Operations],[Operations],6820.47,"Communication, Safety protocols, Technical expertise","Engineering innovation, Technology advancements",Bachelor of Science (Radiation Therapy) [Degree],Time Management,Environmental Compliance Officer,9
815,Sigismund,38,Employee Relations Officer [HR],[HR],6430.51,"Problem-solving, Software development, Maritime regulations","Process optimization, Technology advancements",Common Business Programme [Diploma],Financial Literacy,Quality Assurance Specialist,1
816,Beilul,31,Compliance Officer [Admin],[Admin],3353.9,"Problem-solving, Communication, Maritime regulations","Sustainability, Engineering innovation",Computer Engineering [Degree],Time Management,Inventory Manager,3
817,Mattheus,29,Vessel Traffic Services Operator [Operations],[Operations],5694.51,"Safety protocols, Software development, Maritime regulations","Sustainability, Safety improvement",Common Science Programme [Diploma],Leadership Skills,Equipment Operator,2
818,Alexi,54,Recruitment Specialist [HR],[HR],10080.46,"Leadership, Project management, Technical expertise","Technology advancements, Engineering innovation",Bachelor of Accountancy [Degree],Leadership Skills,Logistics Coordinator,10
819,Vilhelmina,60,Budget Officer [Finance],[Finance],11705.82,"Leadership, Maritime regulations, Software development","Safety improvement, Supply chain efficiency",Bachelor of Arts with Honours in Criminology and Security [Degree],Negotiation Skills,Environmental Compliance Officer,2
820,Theo,42,Harbour Master [Operations],[Operations],2118.72,"Software development, Maritime regulations, Safety protocols","Process optimization, Sustainability",Physics and Applied Physics [Degree],Negotiation Skills,Shipping Clerk,2
821,Klaus,20,Logistics Coordinator [Operations],[Operations],3777.81,"Problem-solving, Maritime regulations, Leadership","Software development, Sustainability",Civil Engineering [Degree],Time Management,Supply Chain Analyst,16
822,Quintin,58,Vessel Traffic Services Operator [Operations],[Operations],5753.6,"Leadership, Technical expertise, Problem-solving","Supply chain efficiency, Process optimization",Bachelor of Accountancy with Honours [Degree],Critical Thinking,Logistics Coordinator,5
823,Pedro,33,Data Analyst for Port Operations [IT],[IT],9377.12,"Software development, Communication, Technical expertise","Marine technology, Engineering innovation",Civil Engineering [Degree],Management Skills,Quality Assurance Specialist,13
824,Anastasie,53,Vessel Traffic Services Operator [Operations],[Operations],4288.64,"Technical expertise, Software development, Communication","Engineering innovation, Marine technology",Biomedical Sciences and Chinese Medicine [Degree],Negotiation Skills,Supply Chain Analyst,10
825,Suzanne,35,Human Resource Development Specialist [HR],[HR],2415.08,"Project management, Communication, Leadership","Sustainability, Safety improvement",Bachelor of Science in Finance [Degree],Business Presentations,Environmental Compliance Officer,11
826,Astra,59,Compliance Officer [Admin],[Admin],2274.58,"Safety protocols, Project management, Software development","Software development, Supply chain efficiency",Landscape Architecture [Diploma],Business Presentations,Business Analyst,18
827,Hermia,40,Compliance Officer [Admin],[Admin],5542.22,"Safety protocols, Leadership, Problem-solving","Engineering innovation, Sustainability",Engineering with Business [Diploma],Negotiation Skills,Inventory Manager,18
828,Kipp,35,Maritime Systems Analyst [IT],[IT],7070.13,"Problem-solving, Communication, Technical expertise","Engineering innovation, Marine technology",Bachelor of Arts (Industrial Design) [Degree],Emotional Intelligence,Safety Officer,10
829,Elene,31,Maritime Systems Analyst [IT],[IT],3084.32,"Safety protocols, Communication, Leadership","Process optimization, Software development",Art,Interpersonal Skills,Transportation Planner,16
830,Rochell,62,Maritime Systems Analyst [IT],[IT],11733.95,"Software development, Safety protocols, Maritime regulations","Sustainability, Technology advancements",Bachelor of Science in Supply Chain Management [Degree],Interpersonal Skills,Inventory Manager,17
831,Jolee,52,Maritime Safety Officer [Operations],[Operations],6385.52,"Communication, Technical expertise, Project management","Safety improvement, Marine technology",Bachelor of Computing (Information Security) [Degree],Business Presentations,Data Analyst,5
832,Carolus,45,IT Infrastructure Specialist [IT],[IT],9207.8,"Project management, Safety protocols, Software development","Technology advancements, Marine technology",Bachelor of Computing (Information Systems) [Degree],Negotiation Skills,Project Manager,4
833,Stefanie,49,Logistics Coordinator [Operations],[Operations],11033.99,"Safety protocols, Leadership, Project management","Supply chain efficiency, Sustainability",Medicine [Degree],Negotiation Skills,Operations Manager,8
834,Winonah,62,Compliance Officer [Admin],[Admin],3018.72,"Safety protocols, Software development, Problem-solving","Software development, Marine technology",Bachelor of Engineering (Engineering Science) [Degree],Adaptability,Inventory Manager,15
835,Alleen,46,Data Analyst for Port Operations [IT],[IT],9140.48,"Leadership, Safety protocols, Technical expertise","Safety improvement, Software development",Bachelor of Engineering with Honours in Naval Architecture [Degree],Interpersonal Skills,Customs Broker,11
836,Mendel,19,Maritime Safety Officer [Operations],[Operations],11668.36,"Leadership, Project management, Technical expertise","Software development, Technology advancements",Bachelor of Engineering (Materials Science and Engineering) [Degree],Emotional Intelligence,Docking Pilot,4
837,Siegfried,62,Harbour Master [Operations],[Operations],11796.14,"Project management, Technical expertise, Software development","Technology advancements, Supply chain efficiency",Bachelor of Computing (Information Security) [Degree],Adaptability,Equipment Operator,17
838,Webster,34,Financial Analyst [Finance],[Finance],5663.3,"Communication, Maritime regulations, Technical expertise","Software development, Process optimization",Bachelor in Science (Physiotherapy) [Degree],Adaptability,Inventory Manager,4
839,Lenard,27,Maritime Systems Analyst [IT],[IT],3471.11,"Problem-solving, Leadership, Software development","Technology advancements, Sustainability",Bachelor of Engineering with Honours in Electrical Power Engineering [Degree],Leadership Skills,Inventory Manager,7
840,Robinett,26,Recruitment Specialist [HR],[HR],10970.73,"Leadership, Technical expertise, Problem-solving","Engineering innovation, Sustainability",Bachelor of Social Sciences [Degree],Critical Thinking,Quality Assurance Specialist,10
841,Sophronia,57,Logistics Coordinator [Operations],[Operations],9782.93,"Communication, Technical expertise, Maritime regulations","Process optimization, Marine technology",Materials Engineering [Degree],Leadership Skills,Quality Assurance Specialist,5
842,Desirae,56,Fleet Management Officer [Operations],[Operations],4616.48,"Project management, Problem-solving, Technical expertise","Marine technology, Supply chain efficiency",Bachelor of Engineering with Honours in Civil Engineering [Degree],Leadership Skills,Safety Officer,8
843,Gay,62,Employee Relations Officer [HR],[HR],7536.99,"Problem-solving, Safety protocols, Leadership","Sustainability, Technology advancements",Bachelor of Arts (Hons) [Degree],Management Skills,Freight Forwarder,6
844,Goran,57,Recruitment Specialist [HR],[HR],3746.39,"Technical expertise, Maritime regulations, Project management","Technology advancements, Process optimization",Aerospace Electronics [Diploma],Business Presentations,Freight Forwarder,4
845,Tomas,57,IT Infrastructure Specialist [IT],[IT],3660.48,"Maritime regulations, Safety protocols, Communication","Sustainability, Supply chain efficiency",Bachelor of Science in Electrical Engineering & Information Technology [Degree],Critical Thinking,Freight Forwarder,17
846,Cristie,38,Vessel Traffic Services Operator [Operations],[Operations],2861.04,"Communication, Technical expertise, Safety protocols","Marine technology, Engineering innovation",Chemistry and Biological Chemistry [Degree],Leadership Skills,Freight Forwarder,11
847,Revkah,46,Recruitment Specialist [HR],[HR],11005.25,"Leadership, Software development, Safety protocols","Engineering innovation, Process optimization",Bachelor of Engineering with Honours in Civil Engineering [Degree],Financial Literacy,Project Manager,9
848,Erinn,48,Employee Relations Officer [HR],[HR],9339.1,"Problem-solving, Safety protocols, Communication","Software development, Technology advancements",Bachelor of Computing (Computer Science) [Degree],Adaptability,Shipping Clerk,8
849,Costa,45,Employee Relations Officer [HR],[HR],6121.46,"Software development, Technical expertise, Project management","Supply chain efficiency, Technology advancements",Business Management [Degree],Negotiation Skills,Marine Operations Officer,17
850,Kenton,55,Compliance Officer [Admin],[Admin],6653.49,"Safety protocols, Problem-solving, Software development","Safety improvement, Sustainability",Bachelor of Science (Radiation Therapy) [Degree],Financial Literacy,Marine Operations Officer,7
851,Newton,45,Financial Analyst [Finance],[Finance],5490.92,"Software development, Project management, Leadership","Supply chain efficiency, Engineering innovation",Bachelor of Engineering (Materials Science and Engineering) [Degree],Business Presentations,Procurement Specialist,4
852,Olav,47,IT Infrastructure Specialist [IT],[IT],7381.0,"Leadership, Safety protocols, Technical expertise","Software development, Safety improvement",Bioengineering [Degree],Emotional Intelligence,Environmental Compliance Officer,7
853,Barbie,57,Compliance Officer [Admin],[Admin],5221.92,"Leadership, Communication, Safety protocols","Software development, Sustainability",History [Degree],Leadership Skills,Marine Operations Officer,2
854,Krystal,46,Shipping and Receiving Clerk [Operations],[Operations],11067.39,"Communication, Software development, Technical expertise","Engineering innovation, Technology advancements",Sociology [Degree],Negotiation Skills,Project Manager,6
855,Lesya,61,Financial Analyst [Finance],[Finance],11673.13,"Project management, Safety protocols, Problem-solving","Engineering innovation, Software development",Bachelor of Engineering with Honours in Naval Architecture [Degree],Interpersonal Skills,Warehouse Supervisor,2
856,Eliot,18,Maritime Safety Officer [Operations],[Operations],8443.16,"Leadership, Communication, Technical expertise","Process optimization, Technology advancements",Bachelor of Science (Real Estate) [Degree],Critical Thinking,Marine Operations Officer,7
857,Gardy,65,Budget Officer [Finance],[Finance],3288.45,"Maritime regulations, Software development, Safety protocols","Safety improvement, Technology advancements",Environmental Earth Systems Sciences [Degree],Management Skills,Logistics Coordinator,6
858,Griffith,45,Compliance Officer [Admin],[Admin],2184.85,"Leadership, Problem-solving, Technical expertise","Supply chain efficiency, Technology advancements",Bachelor of Engineering (Civil Engineering) [Degree],Management Skills,Docking Pilot,19
859,Mandy,53,Employee Relations Officer [HR],[HR],7734.56,"Software development, Maritime regulations, Leadership","Marine technology, Process optimization",Electrical and Electronic Engineering [Degree],Emotional Intelligence,Warehouse Supervisor,13
860,Evelyn,30,Maritime Safety Officer [Operations],[Operations],3578.29,"Project management, Technical expertise, Safety protocols","Marine technology, Sustainability","",Negotiation Skills,Marine Operations Officer,10
861,Nicko,25,Harbour Master [Operations],[Operations],8172.45,"Safety protocols, Software development, Leadership","Process optimization, Sustainability",Bachelor of Science (Real Estate) [Degree],Interpersonal Skills,Project Manager,18
862,Wit,61,Maritime Safety Officer [Operations],[Operations],6375.92,"Problem-solving, Leadership, Technical expertise","Engineering innovation, Supply chain efficiency",Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Building Services) [Degree],Interpersonal Skills,Customs Broker,1
863,Marin,58,Port Planner [Operations],[Operations],6629.03,"Safety protocols, Communication, Software development","Engineering innovation, Supply chain efficiency","",Adaptability,Marine Operations Officer,12
864,Sarge,40,Human Resource Development Specialist [HR],[HR],6571.53,"Problem-solving, Project management, Communication","Sustainability, Safety improvement",Environmental Engineering [Degree],Interpersonal Skills,Logistics Coordinator,18
865,Angeli,49,Budget Officer [Finance],[Finance],2119.27,"Project management, Leadership, Software development","Safety improvement, Supply chain efficiency",Media,Emotional Intelligence,Marine Operations Officer,7
866,Alfonso,38,Recruitment Specialist [HR],[HR],10306.82,"Software development, Communication, Leadership","Software development, Safety improvement",Economics [Degree],Interpersonal Skills,Docking Pilot,5
867,Zonnya,34,Data Analyst for Port Operations [IT],[IT],7046.14,"Maritime regulations, Technical expertise, Leadership","Engineering innovation, Process optimization",Art,Leadership Skills,Maritime Engineer,12
868,Mikkel,59,Fleet Management Officer [Operations],[Operations],7519.35,"Maritime regulations, Technical expertise, Project management","Process optimization, Software development",Bachelor of Law [Degree],Interpersonal Skills,Warehouse Supervisor,20
869,Janessa,39,Logistics Coordinator [Operations],[Operations],5646.92,"Software development, Maritime regulations, Communication","Technology advancements, Supply chain efficiency",Bachelor of Engineering (Computer Engineering) [Degree],Negotiation Skills,Inventory Manager,3
870,Livy,58,Vessel Traffic Services Operator [Operations],[Operations],9755.65,"Maritime regulations, Technical expertise, Safety protocols","Software development, Safety improvement",Bachelor of Arts (Hons) [Degree],Leadership Skills,Project Manager,16
871,Odille,54,Recruitment Specialist [HR],[HR],10688.24,"Maritime regulations, Project management, Technical expertise","Marine technology, Process optimization",Bachelor of Engineering with Honours in Chemical Engineering [Degree],Emotional Intelligence,Logistics Coordinator,4
872,Dody,36,Marine Operations Officer [Operations],[Operations],5234.81,"Software development, Safety protocols, Project management","Supply chain efficiency, Safety improvement",Bachelor of Arts with Honours [Degree],Leadership Skills,Supply Chain Analyst,1
873,Kirsteni,59,Data Analyst for Port Operations [IT],[IT],11230.37,"Software development, Safety protocols, Maritime regulations","Process optimization, Sustainability",Bachelor of Science in Finance [Degree],Negotiation Skills,Supply Chain Analyst,3
874,Sonya,64,Port Planner [Operations],[Operations],5393.6,"Communication, Software development, Safety protocols","Engineering innovation, Process optimization",Bachelor of Early Childhood Education [Degree],Emotional Intelligence,Business Analyst,12
875,Kally,43,Shipping and Receiving Clerk [Operations],[Operations],7367.24,"Problem-solving, Technical expertise, Communication","Engineering innovation, Software development",Business Management (Cum Laude and above) [Degree],Time Management,Supply Chain Analyst,6
876,Fredrika,29,Marine Operations Officer [Operations],[Operations],10910.51,"Project management, Safety protocols, Technical expertise","Supply chain efficiency, Engineering innovation",Bachelor of Science in Computer Science and Game Design [Degree],Time Management,Warehouse Supervisor,17
877,Davon,58,Fleet Management Officer [Operations],[Operations],2713.87,"Problem-solving, Maritime regulations, Software development","Software development, Sustainability",Double Degree in Engineering and Economics [Degree],Adaptability,Operations Manager,8
878,Norine,61,Logistics Coordinator [Operations],[Operations],10424.14,"Safety protocols, Leadership, Problem-solving","Process optimization, Technology advancements",Bachelor of Science (Nursing) [Degree],Adaptability,Environmental Compliance Officer,4
879,Hedy,44,Data Analyst for Port Operations [IT],[IT],10033.73,"Problem-solving, Safety protocols, Technical expertise","Software development, Supply chain efficiency",Bachelor of Business Administration [Degree],Management Skills,Operations Manager,9
880,Katrinka,34,Shipping and Receiving Clerk [Operations],[Operations],9803.74,"Problem-solving, Safety protocols, Project management","Safety improvement, Engineering innovation",Accountancy and Business [Degree],Management Skills,Marine Operations Officer,14
881,Horacio,18,Logistics Coordinator [Operations],[Operations],2794.3,"Leadership, Software development, Safety protocols","Safety improvement, Software development",Information Engineering and Media [Degree],Interpersonal Skills,Quality Assurance Specialist,1
882,Hinze,53,Vessel Traffic Services Operator [Operations],[Operations],4030.02,"Technical expertise, Communication, Maritime regulations","Process optimization, Safety improvement",Chemical Engineering [Diploma],Leadership Skills,Shipping Clerk,20
883,Jerrilyn,61,Vessel Traffic Services Operator [Operations],[Operations],8628.84,"Software development, Communication, Problem-solving","Process optimization, Engineering innovation",Biological Sciences and Psychology [Degree],Adaptability,Maritime Engineer,9
884,Jilly,57,IT Infrastructure Specialist [IT],[IT],8681.77,"Software development, Maritime regulations, Technical expertise","Software development, Safety improvement",Bachelor of Law [Degree],Time Management,Logistics Coordinator,12
885,Korey,26,Human Resource Development Specialist [HR],[HR],10006.46,"Communication, Leadership, Problem-solving","Sustainability, Process optimization",Interior Design [Diploma],Interpersonal Skills,Business Analyst,14
886,Pat,18,Maritime Systems Analyst [IT],[IT],4815.03,"Leadership, Project management, Technical expertise","Supply chain efficiency, Engineering innovation",Arts (with Education) [Degree],Negotiation Skills,Environmental Compliance Officer,18
887,Philis,38,Data Analyst for Port Operations [IT],[IT],2586.08,"Safety protocols, Technical expertise, Maritime regulations","Marine technology, Supply chain efficiency",Economics (Cum Laude and above) [Degree],Business Presentations,Logistics Coordinator,9
888,Lawton,32,IT Infrastructure Specialist [IT],[IT],10370.66,"Project management, Safety protocols, Problem-solving","Supply chain efficiency, Engineering innovation",Bachelor of Science (Architecture and Sustainable Design) [Degree],Leadership Skills,Docking Pilot,2
889,Maryellen,57,Maritime Safety Officer [Operations],[Operations],10330.81,"Leadership, Maritime regulations, Technical expertise","Engineering innovation, Sustainability",Law [Degree],Emotional Intelligence,Logistics Coordinator,9
890,Susan,49,Logistics Coordinator [Operations],[Operations],9078.81,"Problem-solving, Leadership, Maritime regulations","Sustainability, Technology advancements",Biological Sciences and Psychology [Degree],Emotional Intelligence,Logistics Coordinator,2
891,Bronnie,57,Fleet Management Officer [Operations],[Operations],3620.51,"Safety protocols, Software development, Leadership","Engineering innovation, Safety improvement",Interior Design [Diploma],Interpersonal Skills,Safety Officer,9
892,Carry,55,Compliance Officer [Admin],[Admin],5876.56,"Maritime regulations, Project management, Problem-solving","Marine technology, Engineering innovation",Bachelor of Engineering (Civil Engineering) [Degree],Time Management,Maritime Engineer,16
893,Marmaduke,20,Human Resource Development Specialist [HR],[HR],4157.64,"Maritime regulations, Safety protocols, Communication","Sustainability, Safety improvement",Common Engineering Programme [Diploma],Critical Thinking,Procurement Specialist,11
894,Cecil,42,Harbour Master [Operations],[Operations],2417.74,"Leadership, Maritime regulations, Safety protocols","Safety improvement, Supply chain efficiency",Bachelor of Science with Honours in Nursing [Degree],Emotional Intelligence,Logistics Coordinator,2
895,Loralie,20,IT Infrastructure Specialist [IT],[IT],6587.89,"Communication, Technical expertise, Safety protocols","Sustainability, Safety improvement",Social Sciences [Degree],Financial Literacy,Shipping Clerk,2
896,Yettie,40,Logistics Coordinator [Operations],[Operations],10964.82,"Project management, Maritime regulations, Software development","Marine technology, Software development",Marine Engineering [Diploma],Interpersonal Skills,Equipment Operator,15
897,Rutherford,18,Harbour Master [Operations],[Operations],6887.72,"Problem-solving, Leadership, Project management","Technology advancements, Safety improvement",Chinese [Degree],Leadership Skills,Logistics Coordinator,18
898,Melody,29,Maritime Safety Officer [Operations],[Operations],11469.08,"Safety protocols, Project management, Communication","Engineering innovation, Safety improvement",Mathematical Sciences / Mathematical Sciences and Economics [Degree],Emotional Intelligence,Warehouse Supervisor,16
899,Dre,48,IT Infrastructure Specialist [IT],[IT],10120.46,"Software development, Project management, Leadership","Technology advancements, Safety improvement",Bachelor of Engineering (Computer Science and Design) [Degree],Adaptability,Logistics Coordinator,2
900,Bev,40,Compliance Officer [Admin],[Admin],5930.49,"Project management, Leadership, Technical expertise","Safety improvement, Software development",Civil Engineering [Diploma],Critical Thinking,Freight Forwarder,4
901,Shadow,23,Maritime Safety Officer [Operations],[Operations],11102.32,"Leadership, Problem-solving, Communication","Technology advancements, Sustainability",Business [Degree],Emotional Intelligence,Safety Officer,16
902,Archambault,18,Fleet Management Officer [Operations],[Operations],4434.57,"Problem-solving, Safety protocols, Technical expertise","Marine technology, Process optimization",Business Management (Cum Laude and above) [Degree],Critical Thinking,Freight Forwarder,3
903,Leonelle,57,Maritime Systems Analyst [IT],[IT],10173.8,"Communication, Problem-solving, Software development","Marine technology, Engineering innovation",Bachelor of Engineering (Civil Engineering) [Degree],Management Skills,Maritime Engineer,13
904,Muffin,46,Budget Officer [Finance],[Finance],6893.8,"Communication, Safety protocols, Software development","Safety improvement, Engineering innovation",Electrical & Electronic Engineering [Diploma],Management Skills,Operations Manager,3
905,Bernadina,30,Port Planner [Operations],[Operations],11834.67,"Project management, Maritime regulations, Safety protocols","Supply chain efficiency, Technology advancements",Facilities Management [Diploma],Interpersonal Skills,Transportation Planner,14
906,Juana,21,Budget Officer [Finance],[Finance],5848.38,"Technical expertise, Software development, Communication","Technology advancements, Marine technology",Bachelor of Science (Pharmaceutical Science) (Hons) [Degree],Time Management,Project Manager,2
907,Glad,43,Port Planner [Operations],[Operations],6461.94,"Maritime regulations, Project management, Communication","Software development, Sustainability",Nautical Studies [Diploma],Financial Literacy,Business Analyst,5
908,Lark,55,Vessel Traffic Services Operator [Operations],[Operations],4091.35,"Problem-solving, Communication, Leadership","Process optimization, Technology advancements",Bachelor of Science with Honours in Computing Science [Degree],Leadership Skills,Logistics Coordinator,10
909,Frederic,40,Harbour Master [Operations],[Operations],11249.58,"Communication, Safety protocols, Problem-solving","Supply chain efficiency, Safety improvement",Civil Engineering [Degree],Leadership Skills,Equipment Operator,7
910,Allegra,53,Maritime Systems Analyst [IT],[IT],2462.07,"Leadership, Maritime regulations, Communication","Process optimization, Marine technology",Social Sciences [Degree],Management Skills,Quality Assurance Specialist,17
911,Cassey,30,Shipping and Receiving Clerk [Operations],[Operations],10113.35,"Leadership, Technical expertise, Safety protocols","Engineering innovation, Sustainability",Bachelor of Early Childhood Education [Degree],Emotional Intelligence,Maritime Engineer,16
912,Emilie,44,Shipping and Receiving Clerk [Operations],[Operations],5606.8,"Problem-solving, Technical expertise, Project management","Technology advancements, Marine technology",Chinese [Degree],Business Presentations,Environmental Compliance Officer,5
913,Cleo,31,Financial Analyst [Finance],[Finance],11659.62,"Technical expertise, Safety protocols, Project management","Safety improvement, Software development",Bachelor of Arts with Honours [Degree],Emotional Intelligence,Safety Officer,18
914,Dion,46,IT Infrastructure Specialist [IT],[IT],7127.82,"Project management, Communication, Problem-solving","Process optimization, Engineering innovation",Facilities Management [Diploma],Management Skills,Inventory Manager,14
915,Reginald,50,IT Infrastructure Specialist [IT],[IT],5423.86,"Project management, Problem-solving, Software development","Supply chain efficiency, Sustainability",Bachelor of Engineering (Chemical Engineering) [Degree],Time Management,Inventory Manager,4
916,Horst,64,Maritime Safety Officer [Operations],[Operations],10553.48,"Software development, Project management, Maritime regulations","Safety improvement, Sustainability",Maritime Business [Diploma],Emotional Intelligence,Quality Assurance Specialist,18
917,Pembroke,20,Harbour Master [Operations],[Operations],2374.26,"Technical expertise, Leadership, Project management","Supply chain efficiency, Process optimization",Bachelor of Engineering with Honours in Offshore Engineering [Degree],Interpersonal Skills,Marine Operations Officer,4
918,Luce,52,Harbour Master [Operations],[Operations],3648.13,"Communication, Project management, Leadership","Supply chain efficiency, Marine technology",Medicine [Degree],Interpersonal Skills,Project Manager,9
919,Bree,28,Shipping and Receiving Clerk [Operations],[Operations],2550.93,"Problem-solving, Communication, Technical expertise","Engineering innovation, Technology advancements",Linguistics and Multilingual Studies [Degree],Negotiation Skills,Business Analyst,4
920,Russ,29,Financial Analyst [Finance],[Finance],4936.34,"Safety protocols, Software development, Technical expertise","Safety improvement, Technology advancements",Bachelor of Engineering with Honours in Offshore Engineering [Degree],Negotiation Skills,Inventory Manager,8
921,Leia,21,Maritime Safety Officer [Operations],[Operations],11971.46,"Communication, Project management, Software development","Process optimization, Supply chain efficiency",Bachelor of Science (Data Science and Analytics) [Degree],Critical Thinking,Docking Pilot,20
922,Orv,47,Maritime Systems Analyst [IT],[IT],6885.66,"Maritime regulations, Communication, Project management","Software development, Safety improvement",Civil Engineering [Diploma],Interpersonal Skills,Customs Broker,6
923,Bertine,42,Shipping and Receiving Clerk [Operations],[Operations],8202.03,"Project management, Safety protocols, Leadership","Safety improvement, Technology advancements",Bachelor of Engineering with Honours in Aircraft Systems Engineering [Degree],Financial Literacy,Marine Operations Officer,9
924,Bernardina,48,Maritime Safety Officer [Operations],[Operations],4830.34,"Project management, Technical expertise, Leadership","Process optimization, Supply chain efficiency",Business [Degree],Negotiation Skills,Transportation Planner,14
925,Melony,39,Port Planner [Operations],[Operations],6363.67,"Maritime regulations, Leadership, Project management","Technology advancements, Supply chain efficiency",Bachelor of Science in Business Analytics [Degree],Negotiation Skills,Supply Chain Analyst,16
926,Dian,26,Vessel Traffic Services Operator [Operations],[Operations],6267.87,"Maritime regulations, Safety protocols, Project management","Safety improvement, Process optimization",Common Science Programme [Diploma],Business Presentations,Docking Pilot,16
927,Aldridge,33,Maritime Safety Officer [Operations],[Operations],2584.02,"Maritime regulations, Project management, Problem-solving","Supply chain efficiency, Software development",Biomedical Science [Diploma],Financial Literacy,Business Analyst,11
928,Oralia,32,Marine Operations Officer [Operations],[Operations],3988.4,"Safety protocols, Leadership, Problem-solving","Safety improvement, Process optimization",Law (Cum Laude and above) [Degree],Emotional Intelligence,Maritime Engineer,1
929,Libbi,23,Port Planner [Operations],[Operations],2370.33,"Software development, Maritime regulations, Problem-solving","Sustainability, Safety improvement",Bachelor of Fine Arts in Digital Art and Animation [Degree],Adaptability,Transportation Planner,14
930,Mame,26,Shipping and Receiving Clerk [Operations],[Operations],11952.51,"Safety protocols, Maritime regulations, Project management","Technology advancements, Marine technology",Bachelor of Engineering (Biomedical Engineering) [Degree],Negotiation Skills,Equipment Operator,19
931,Glenn,47,Port Planner [Operations],[Operations],9808.78,"Problem-solving, Project management, Technical expertise","Supply chain efficiency, Marine technology",Medicine [Degree],Leadership Skills,Data Analyst,16
932,Elissa,28,Financial Analyst [Finance],[Finance],6731.81,"Leadership, Software development, Problem-solving","Safety improvement, Software development",Bachelor of Law [Degree],Interpersonal Skills,Marine Operations Officer,7
933,Estevan,52,Financial Analyst [Finance],[Finance],7029.63,"Technical expertise, Software development, Maritime regulations","Process optimization, Supply chain efficiency",Double Degree in Business and Computer Engineering/Computing [Degree],Adaptability,Project Manager,2
934,Suzanne,41,Harbour Master [Operations],[Operations],11780.63,"Technical expertise, Problem-solving, Maritime regulations","Process optimization, Sustainability",Bachelor of Environmental Studies [Degree],Management Skills,Data Analyst,8
935,Kimberley,21,Maritime Safety Officer [Operations],[Operations],8293.45,"Communication, Safety protocols, Leadership","Supply chain efficiency, Marine technology",Sociology [Degree],Emotional Intelligence,Operations Manager,12
936,Oriana,34,Harbour Master [Operations],[Operations],9444.42,"Leadership, Safety protocols, Problem-solving","Technology advancements, Software development",Media,Business Presentations,Inventory Manager,11
937,Dannie,42,Vessel Traffic Services Operator [Operations],[Operations],8579.55,"Project management, Maritime regulations, Problem-solving","Process optimization, Software development",Mechanical Engineering [Diploma],Critical Thinking,Docking Pilot,2
938,Adriane,27,Recruitment Specialist [HR],[HR],7811.92,"Maritime regulations, Project management, Safety protocols","Technology advancements, Safety improvement",Chemical and Biomolecular Engineering [Degree],Business Presentations,Logistics Coordinator,1
939,Bary,38,Port Planner [Operations],[Operations],4443.46,"Maritime regulations, Safety protocols, Project management","Process optimization, Software development",Bachelor of Human Resource Management [Degree],Time Management,Data Analyst,20
